time_step,avg_return_0,avg_of_avg_returns
0,-150.731,-150.731
100,-134.063,-134.063
200,-124.7,-124.7
300,-114.34,-114.34
400,-128.038,-128.038
500,-101.515,-101.515
600,-123.44,-123.44
700,-124.837,-124.837
800,-126.713,-126.713
900,-96.321,-96.321
1000,-125.415,-125.415
1100,-81.682,-81.682
1200,-88.638,-88.638
1300,-102.378,-102.378
1400,-113.353,-113.353
1500,-91.535,-91.535
1600,-156.177,-156.177
1700,-128.014,-128.014
1800,-107.408,-107.408
1900,-106.1,-106.1
