train_step,avg_return_0,avg_return_1,avg_return_2,avg_return_3,avg_return_4,avg_of_avg_returns
2,13.0,10.0,15.8,21.3,63.8,24.779999999999998
4,25.9,9.8,21.4,124.3,64.0,49.08
6,9.1,9.3,16.3,100.2,74.8,41.94
8,9.5,9.1,14.3,111.2,89.9,46.800000000000004
10,9.3,9.4,16.7,122.0,78.6,47.2
12,9.2,9.4,12.7,112.5,93.6,47.480000000000004
14,9.5,9.8,12.2,124.7,97.5,50.739999999999995
16,9.2,10.7,11.0,105.6,74.7,42.239999999999995
18,9.5,9.6,10.2,94.3,47.5,34.22
20,9.2,9.3,10.4,76.5,21.9,25.46
22,9.1,9.6,12.1,63.8,58.0,30.52
24,9.6,9.6,13.1,94.9,67.0,38.839999999999996
26,9.1,20.1,19.3,83.3,69.6,40.28
28,9.5,21.3,21.8,69.8,73.8,39.239999999999995
30,9.3,48.3,19.2,64.0,60.7,40.3
32,9.9,61.2,24.7,93.2,47.2,47.239999999999995
34,9.7,74.9,26.3,126.7,66.8,60.88000000000001
36,9.2,87.9,45.3,90.1,72.2,60.94
38,9.2,87.0,48.1,76.0,57.0,55.46
40,9.2,66.3,45.3,90.6,68.7,56.019999999999996
42,9.8,72.5,71.2,88.2,96.4,67.62
44,9.2,81.3,50.2,67.0,70.6,55.65999999999999
46,9.3,104.1,72.4,68.3,84.6,67.74000000000001
48,9.4,70.2,93.6,104.1,103.0,76.05999999999999
50,45.0,75.9,99.1,89.7,123.2,86.58
52,124.0,58.7,122.3,85.9,91.4,96.46
54,105.5,72.7,111.7,89.4,85.2,92.89999999999999
56,78.8,68.1,89.9,85.0,93.0,82.96
58,132.3,66.1,73.7,71.1,85.0,85.64000000000001
60,134.5,99.8,82.1,76.9,83.7,95.39999999999999
62,152.5,69.5,100.6,70.1,87.3,96.00000000000001
64,167.3,67.8,69.1,98.2,62.7,93.02000000000001
66,141.5,80.3,84.3,68.8,57.1,86.4
68,137.7,68.3,104.3,54.3,47.8,82.48
70,126.5,83.4,104.1,93.1,47.3,90.88000000000001
72,115.5,70.6,115.3,100.7,29.9,86.39999999999999
74,106.4,56.4,105.8,63.4,34.3,73.26
76,77.4,69.1,133.1,46.3,33.5,71.88000000000001
78,124.7,53.0,146.6,67.7,36.6,85.72
80,130.9,72.4,123.9,67.5,49.1,88.76000000000002
82,137.1,78.6,170.4,99.0,42.9,105.6
84,115.3,82.3,141.4,79.5,45.2,92.74
86,65.7,75.7,187.8,67.6,42.3,87.82000000000002
88,35.6,84.9,135.9,49.3,38.1,68.76
90,19.6,100.3,152.4,56.7,43.4,74.47999999999999
92,14.2,80.1,135.3,62.9,33.8,65.26
94,10.7,113.7,107.2,71.4,39.6,68.52000000000001
96,14.5,106.1,167.6,67.1,38.1,78.67999999999999
98,41.6,90.8,124.8,113.5,32.5,80.64
100,36.6,111.9,144.9,70.5,35.8,79.94
